day,s,i,r,edgecount,suscedgecount
1,499,1,0,1.0,1.0
2,499,1,0,1.0,1.0
3,499,1,0,1.0,1.0
4,499,1,0,1.0,1.0
5,499,1,0,1.0,1.0
6,499,1,0,1.0,1.0
7,499,1,0,1.0,1.0
8,499,1,0,1.0,1.0
9,498,1,1,1.0,0.9999919193878127
10,498,1,1,1.0,0.9999919193878127
11,496,3,1,1.0,0.9999756604140975
12,495,4,1,1.0,0.9999674816576225
13,494,5,1,1.0,0.9999592697887731
14,491,8,1,0.9985433357611071,0.9992982561583577
15,491,8,1,0.9985433357611071,0.9992982561583577
16,489,9,2,0.9992716678805535,0.9996895711922067
17,488,10,2,0.9992716678805535,0.999680688869098
18,485,13,2,0.9963583394027676,0.9984955223074661
19,479,19,2,0.9934450109249818,0.9973116860022847
20,473,25,2,0.9912600145666424,0.9958981834900136
21,464,34,2,0.9854333576110706,0.9932564392925699
22,455,41,4,0.9781500364166059,0.9898884726464491
23,450,44,6,0.9723233794610342,0.987564877802973
24,442,50,8,0.9621267297887837,0.9827201892609043
25,432,59,9,0.953386744355426,0.9777927497309764
26,420,70,10,0.9395484340859432,0.9689221934022884
27,413,76,11,0.9359067734887109,0.9664036275765976
28,401,85,14,0.9315367807720321,0.9621956766055775
29,384,99,17,0.9133284777858703,0.9485601603775491
30,373,105,22,0.911143481427531,0.9459546074033264
31,362,112,26,0.9075018208302986,0.9419789298561935
32,346,120,34,0.9053168244719592,0.9368321012160931
33,329,130,41,0.8980335032774945,0.929794628285421
34,323,132,45,0.8943918426802622,0.9245921090092932
35,310,137,53,0.887836853605244,0.9148386612089799
36,302,137,61,0.8863801893663511,0.9093309705331173
37,292,146,62,0.8761835396941005,0.8978929836306977
38,279,153,68,0.8696285506190823,0.8854034854234979
39,261,169,70,0.8608885651857247,0.8697533386616159
40,254,169,77,0.8652585579024035,0.8694409774825338
41,247,170,83,0.8761835396941005,0.8744939382925192
42,238,173,89,0.8805535324107793,0.8738158479049202
43,231,171,98,0.8841951930080116,0.8727558419110327
44,221,170,109,0.8885651857246905,0.8713447728479092
45,213,171,116,0.8900218499635834,0.8671211141136326
46,205,174,121,0.8885651857246905,0.85847651070255
47,191,176,133,0.8936635105608157,0.8487029833709389
48,186,169,145,0.8994901675163874,0.8511168400650455
49,179,171,150,0.9016751638747269,0.8488545512029994
50,170,172,158,0.9045884923525127,0.8375437148824532
51,162,173,165,0.9089584850691915,0.8368777260143978
52,156,175,169,0.9104151493080845,0.835812394439155
53,152,172,176,0.9176984705025492,0.8446440333158669
54,145,171,184,0.9278951201747997,0.8515048488672995
55,141,169,190,0.9322651128914785,0.8590459580217275
56,134,169,197,0.9359067734887109,0.8534591760465661
57,127,168,205,0.942461762563729,0.8611630915350873
58,124,161,215,0.9541150764748726,0.8802722569415469
59,121,161,218,0.956300072833212,0.8780798987813803
60,118,158,224,0.9621267297887837,0.8907135238116891
61,115,155,230,0.965768390386016,0.8976523252697691
62,109,154,237,0.9643117261471231,0.8901850303803307
63,102,153,245,0.9679533867443554,0.8940439712661277
64,97,149,254,0.9730517115804806,0.9060574459685622
65,95,141,264,0.9759650400582666,0.9135067968378358
66,94,137,269,0.9759650400582666,0.9150361048424964
67,92,132,276,0.9788783685360525,0.9214944341688502
68,92,127,281,0.9817916970138383,0.9336809591156324
69,89,126,285,0.9810633648943918,0.9293222057510033
70,88,124,288,0.9839766933721777,0.9369488485748546
71,88,120,292,0.9854333576110706,0.9402765801156144
72,87,116,297,0.9868900218499636,0.9440776202553764
73,82,114,304,0.9883466860888566,0.9480069441036463
74,79,110,311,0.9905316824471959,0.9539288473456774
75,77,109,314,0.9912600145666424,0.9552355257083626
76,76,108,316,0.9919883466860888,0.9567953775283278
77,74,106,320,0.9927166788055353,0.9582325031268694
78,72,104,324,0.9919883466860888,0.9502205361800432
79,71,99,330,0.9927166788055353,0.9529980351593126
80,69,97,334,0.9927166788055353,0.9475001492738347
81,67,96,337,0.9934450109249818,0.9476860451979825
82,66,93,341,0.9941733430444283,0.949005650061988
83,65,85,350,0.9956300072833212,0.9520208430067585
84,61,86,353,0.9949016751638747,0.9465533638992426
85,61,81,358,0.9956300072833212,0.9506682169519852
86,61,80,359,0.9956300072833212,0.9506682169519852
87,61,73,366,0.9970866715222141,0.954783070004728
88,61,69,370,0.9970866715222141,0.954783070004728
89,60,65,375,0.9963583394027676,0.9483844735077129
90,59,63,378,0.9978150036416606,0.9587863338221418
91,58,59,383,0.9978150036416606,0.9580063715627096
92,58,58,384,0.9978150036416606,0.9580063715627096
93,58,54,388,0.9992716678805535,0.963632368926201
94,58,50,392,0.9992716678805535,0.963632368926201
95,58,49,393,1.0,0.9694026226323459
96,58,46,396,1.0,0.9694026226323459
97,57,45,398,0.9985433357611071,0.9623365926553473
98,57,42,401,0.9985433357611071,0.9623365926553473
99,57,41,402,0.9992716678805535,0.9658594843917304
100,57,40,403,0.9992716678805535,0.9658594843917304
101,57,38,405,1.0,0.9687952275053832
102,57,36,407,1.0,0.9687952275053832
103,57,34,409,1.0,0.9687952275053832
104,57,30,413,1.0,0.9687952275053832
105,57,28,415,1.0,0.9687952275053832
106,56,28,416,1.0,0.9681661396953147
107,56,27,417,1.0,0.9681661396953147
108,55,26,419,1.0,0.9675141759648802
109,55,26,419,1.0,0.9675141759648802
110,55,25,420,1.0,0.9675141759648802
111,55,25,420,1.0,0.9675141759648802
112,55,24,421,1.0,0.9675141759648802
113,55,24,421,1.0,0.9675141759648802
114,55,23,422,1.0,0.9675141759648802
115,55,21,424,1.0,0.9675141759648802
116,54,22,424,1.0,0.9668380654296147
117,54,21,425,1.0,0.9668380654296147
118,54,20,426,1.0,0.9668380654296147
119,53,20,427,1.0,0.9661364412892449
120,53,20,427,1.0,0.9661364412892449
121,53,20,427,1.0,0.9661364412892449
122,53,20,427,1.0,0.9661364412892449
123,53,20,427,1.0,0.9661364412892449
124,53,19,428,1.0,0.9661364412892449
125,53,18,429,1.0,0.9661364412892449
126,53,18,429,1.0,0.9661364412892449
127,53,16,431,1.0,0.9661364412892449
128,53,15,432,1.0,0.9661364412892449
129,53,15,432,1.0,0.9661364412892449
130,53,15,432,1.0,0.9661364412892449
131,53,13,434,1.0,0.9661364412892449
132,53,13,434,1.0,0.9661364412892449
133,53,13,434,1.0,0.9661364412892449
134,53,13,434,1.0,0.9661364412892449
135,53,13,434,1.0,0.9661364412892449
136,53,13,434,1.0,0.9661364412892449
137,53,12,435,1.0,0.9661364412892449
138,53,12,435,1.0,0.9661364412892449
139,53,12,435,1.0,0.9661364412892449
140,53,12,435,1.0,0.9661364412892449
141,53,11,436,1.0,0.9661364412892449
142,53,10,437,1.0,0.9661364412892449
143,53,10,437,1.0,0.9661364412892449
144,53,10,437,1.0,0.9661364412892449
145,53,10,437,1.0,0.9661364412892449
146,53,10,437,1.0,0.9661364412892449
147,53,10,437,1.0,0.9661364412892449
148,53,10,437,1.0,0.9661364412892449
149,53,10,437,1.0,0.9661364412892449
150,53,10,437,1.0,0.9661364412892449
151,53,10,437,1.0,0.9661364412892449
152,53,9,438,1.0,0.9661364412892449
153,53,7,440,1.0,0.9661364412892449
154,53,7,440,1.0,0.9661364412892449
155,53,7,440,1.0,0.9661364412892449
156,53,6,441,1.0,0.9661364412892449
157,53,6,441,1.0,0.9661364412892449
158,53,6,441,1.0,0.9661364412892449
159,53,6,441,1.0,0.9661364412892449
160,53,6,441,1.0,0.9661364412892449
161,53,5,442,1.0,0.9661364412892449
162,53,5,442,1.0,0.9661364412892449
163,53,5,442,1.0,0.9661364412892449
